protein,ligand,pose_sdf,pose_centroid_x,pose_centroid_y,pose_centroid_z,in_fpocket,nearest_fpocket_id,nearest_fpocket_dist_A,in_p2rank,nearest_p2rank_id,nearest_p2rank_dist_A,in_any_pocket
Orai1WT-MDSnap-Fr499,2abp-nh2-OPT,unguided_033.sdf,-8.3,26.91,-6.49,False,fpocket_cleaned_p005,22.49,False,p2rank_raw_p005,15.08,False
Orai1WT-MDSnap-Fr499,2abp-nh2-OPT,unguided_034.sdf,-8.75,27.38,-5.48,False,fpocket_cleaned_p005,23.02,False,p2rank_raw_p005,16.27,False
Orai1WT-MDSnap-Fr499,2abp-nh2-OPT,unguided_035.sdf,-7.87,25.63,-6.86,False,fpocket_cleaned_p005,21.19,False,p2rank_raw_p005,14.21,False
Orai1WT-MDSnap-Fr499,2abp-nh2-OPT,unguided_036.sdf,-8.38,27.01,-7.21,False,fpocket_cleaned_p005,22.69,False,p2rank_raw_p005,14.49,False
Orai1WT-MDSnap-Fr499,2abp-nh2-OPT,unguided_037.sdf,-8.44,26.86,-5.73,False,fpocket_cleaned_p005,22.43,False,p2rank_raw_p005,15.78,False
Orai1WT-MDSnap-Fr499,2abp-nh2-OPT,unguided_038.sdf,-7.9,27.68,-5.41,False,fpocket_cleaned_p005,23.01,False,p2rank_raw_p005,16.29,False
Orai1WT-MDSnap-Fr499,2abp-nh2-OPT,unguided_039.sdf,-8.63,27.29,-5.68,False,fpocket_cleaned_p005,22.9,False,p2rank_raw_p005,16.03,False
Orai1WT-MDSnap-Fr499,2abp-nh2-OPT,unguided_040.sdf,-8.75,27.69,-5.08,False,fpocket_cleaned_p005,23.29,False,p2rank_raw_p005,16.75,False
Orai1WT-MDSnap-Fr499,2abp-nh3p-OPT,unguided_001.sdf,-7.97,26.67,-7.36,False,fpocket_cleaned_p005,22.26,False,p2rank_raw_p005,14.15,False
Orai1WT-MDSnap-Fr499,2abp-nh3p-OPT,unguided_002.sdf,-8.33,27.13,-9.13,False,fpocket_cleaned_p005,23.11,False,p2rank_raw_p005,12.86,False
Orai1WT-MDSnap-Fr499,2abp-nh3p-OPT,unguided_003.sdf,-7.98,26.11,-7.25,False,fpocket_cleaned_p005,21.72,False,p2rank_raw_p005,14.03,False
Orai1WT-MDSnap-Fr499,2abp-nh3p-OPT,unguided_004.sdf,-7.81,26.54,-7.48,False,fpocket_cleaned_p005,22.1,False,p2rank_raw_p005,13.96,False
Orai1WT-MDSnap-Fr499,2abp-nh3p-OPT,unguided_005.sdf,-8.05,26.65,-7.2,False,fpocket_cleaned_p005,22.25,False,p2rank_raw_p005,14.3,False
Orai1WT-MDSnap-Fr499,2abp-nh3p-OPT,unguided_006.sdf,-8.23,27.29,-7.54,False,fpocket_cleaned_p005,22.95,False,p2rank_raw_p005,14.29,False
Orai1WT-MDSnap-Fr499,2abp-nh3p-OPT,unguided_007.sdf,-9.12,28.72,-8.37,False,fpocket_cleaned_p005,24.7,False,p2rank_raw_p005,14.49,False
Orai1WT-MDSnap-Fr499,2abp-nh3p-OPT,unguided_008.sdf,-8.95,28.03,-7.76,False,fpocket_cleaned_p005,23.92,False,p2rank_raw_p005,14.6,False
Orai1WT-MDSnap-Fr499,2abp-nh3p-OPT,unguided_009.sdf,-8.01,27.75,-6.9,False,fpocket_cleaned_p005,23.22,False,p2rank_raw_p005,15.01,False
Orai1WT-MDSnap-Fr499,2abp-nh3p-OPT,unguided_010.sdf,-8.57,28.53,-9.75,False,fpocket_cleaned_p005,24.61,False,p2rank_raw_p005,13.15,False
Orai1WT-MDSnap-Fr499,2abp-nh3p-OPT,unguided_011.sdf,-8.05,26.79,-8.66,False,fpocket_cleaned_p005,22.62,False,p2rank_raw_p005,13.05,False
Orai1WT-MDSnap-Fr499,2abp-nh3p-OPT,unguided_012.sdf,-8.14,27.54,-6.91,False,fpocket_cleaned_p005,23.07,False,p2rank_raw_p005,14.94,False
Orai1WT-MDSnap-Fr499,2abp-nh3p-OPT,unguided_013.sdf,-9.27,28.98,-8.11,False,fpocket_cleaned_p005,24.95,False,p2rank_raw_p005,14.87,False
Orai1WT-MDSnap-Fr499,2abp-nh3p-OPT,unguided_014.sdf,-8.12,26.54,-8.22,False,fpocket_cleaned_p005,22.32,False,p2rank_raw_p005,13.35,False
Orai1WT-MDSnap-Fr499,2abp-nh3p-OPT,unguided_015.sdf,-8.0,26.79,-7.29,False,fpocket_cleaned_p005,22.37,False,p2rank_raw_p005,14.26,False
Orai1WT-MDSnap-Fr499,2abp-nh3p-OPT,unguided_016.sdf,-8.79,28.56,-9.55,False,fpocket_cleaned_p005,24.67,False,p2rank_raw_p005,13.38,False
Orai1WT-MDSnap-Fr499,2abp-nh3p-OPT,unguided_017.sdf,-8.0,26.82,-7.27,False,fpocket_cleaned_p005,22.4,False,p2rank_raw_p005,14.29,False
Orai1WT-MDSnap-Fr499,2abp-nh3p-OPT,unguided_018.sdf,-8.53,27.57,-8.06,False,fpocket_cleaned_p005,23.39,False,p2rank_raw_p005,14.03,False
Orai1WT-MDSnap-Fr499,2abp-nh3p-OPT,unguided_019.sdf,-8.0,26.52,-7.58,False,fpocket_cleaned_p005,22.16,False,p2rank_raw_p005,13.89,False
Orai1WT-MDSnap-Fr499,2abp-nh3p-OPT,unguided_020.sdf,-8.14,26.61,-9.02,False,fpocket_cleaned_p005,22.55,False,p2rank_raw_p005,12.68,False
Orai1WT-MDSnap-Fr499,2abp-nh3p-OPT,unguided_021.sdf,-8.45,27.94,-7.04,False,fpocket_cleaned_p005,23.57,False,p2rank_raw_p005,15.06,False
Orai1WT-MDSnap-Fr499,2abp-nh3p-OPT,unguided_022.sdf,-8.54,26.61,-8.2,False,fpocket_cleaned_p005,22.53,False,p2rank_raw_p005,13.5,False
Orai1WT-MDSnap-Fr499,2abp-nh3p-OPT,unguided_023.sdf,-8.84,27.44,-10.0,False,fpocket_cleaned_p005,23.77,False,p2rank_raw_p005,12.43,False
Orai1WT-MDSnap-Fr499,2abp-nh3p-OPT,unguided_024.sdf,-8.09,26.9,-7.24,False,fpocket_cleaned_p005,22.5,False,p2rank_raw_p005,14.37,False
Orai1WT-MDSnap-Fr499,2abp-nh3p-OPT,unguided_025.sdf,-8.36,27.48,-8.64,False,fpocket_cleaned_p005,23.35,False,p2rank_raw_p005,13.46,False
Orai1WT-MDSnap-Fr499,2abp-nh3p-OPT,unguided_026.sdf,-8.45,26.95,-8.41,False,fpocket_cleaned_p005,22.85,False,p2rank_raw_p005,13.43,False
Orai1WT-MDSnap-Fr499,2abp-nh3p-OPT,unguided_027.sdf,-7.93,27.7,-8.92,False,fpocket_cleaned_p005,23.47,False,p2rank_raw_p005,13.24,False
Orai1WT-MDSnap-Fr499,2abp-nh3p-OPT,unguided_028.sdf,-8.01,26.73,-8.24,False,fpocket_cleaned_p005,22.47,False,p2rank_raw_p005,13.39,False
Orai1WT-MDSnap-Fr499,2abp-nh3p-OPT,unguided_029.sdf,-7.89,26.6,-7.84,False,fpocket_cleaned_p005,22.24,False,p2rank_raw_p005,13.67,False
Orai1WT-MDSnap-Fr499,2abp-nh3p-OPT,unguided_030.sdf,-7.96,27.4,-7.5,False,fpocket_cleaned_p005,22.96,False,p2rank_raw_p005,14.32,False
Orai1WT-MDSnap-Fr499,2abp-nh3p-OPT,unguided_031.sdf,-8.2,26.31,-7.83,False,fpocket_cleaned_p005,22.07,False,p2rank_raw_p005,13.63,False
Orai1WT-MDSnap-Fr499,2abp-nh3p-OPT,unguided_032.sdf,-8.31,27.01,-6.96,False,fpocket_cleaned_p005,22.64,False,p2rank_raw_p005,14.71,False
Orai1WT-MDSnap-Fr499,2abp-nh3p-OPT,unguided_033.sdf,-8.28,26.36,-8.68,False,fpocket_cleaned_p005,22.3,False,p2rank_raw_p005,12.91,False
Orai1WT-MDSnap-Fr499,2abp-nh3p-OPT,unguided_034.sdf,-8.04,26.39,-7.97,False,fpocket_cleaned_p005,22.12,False,p2rank_raw_p005,13.5,False
Orai1WT-MDSnap-Fr499,2abp-nh3p-OPT,unguided_035.sdf,-7.78,28.42,-9.03,False,fpocket_cleaned_p005,24.11,False,p2rank_raw_p005,13.49,False
Orai1WT-MDSnap-Fr499,2abp-nh3p-OPT,unguided_036.sdf,-9.06,28.91,-8.05,False,fpocket_cleaned_p005,24.81,False,p2rank_raw_p005,14.83,False
Orai1WT-MDSnap-Fr499,2abp-nh3p-OPT,unguided_037.sdf,-9.35,27.9,-22.9,False,fpocket_cleaned_p003,29.89,False,p2rank_cleaned_p005,8.26,False
Orai1WT-MDSnap-Fr499,2abp-nh3p-OPT,unguided_038.sdf,-8.65,28.6,-8.92,False,fpocket_cleaned_p005,24.53,False,p2rank_raw_p005,13.87,False
Orai1WT-MDSnap-Fr499,2abp-nh3p-OPT,unguided_039.sdf,-8.09,27.91,-6.81,False,fpocket_cleaned_p005,23.39,False,p2rank_raw_p005,15.18,False
Orai1WT-MDSnap-Fr499,2abp-nh3p-OPT,unguided_040.sdf,-7.99,26.98,-9.65,False,fpocket_cleaned_p005,22.98,False,p2rank_raw_p005,12.28,False
Orai1WT-MDSnap-Fr499,Synta-66-OPT-Singlet,unguided_001.sdf,-10.0,26.29,-1.55,False,fpocket_cleaned_p005,22.63,False,p2rank_raw_p005,19.81,False
Orai1WT-MDSnap-Fr499,Synta-66-OPT-Singlet,unguided_002.sdf,-9.95,26.42,-1.64,False,fpocket_cleaned_p005,22.71,False,p2rank_raw_p005,19.74,False
Orai1WT-MDSnap-Fr499,Synta-66-OPT-Singlet,unguided_003.sdf,-9.88,26.36,-1.4,False,fpocket_cleaned_p005,22.66,False,p2rank_raw_p005,19.94,False
Orai1WT-MDSnap-Fr499,Synta-66-OPT-Singlet,unguided_004.sdf,-9.91,26.42,-1.63,False,fpocket_cleaned_p005,22.7,False,p2rank_raw_p005,19.75,False
Orai1WT-MDSnap-Fr499,Synta-66-OPT-Singlet,unguided_005.sdf,-9.84,26.39,-1.27,False,fpocket_cleaned_p005,22.69,False,p2rank_raw_p005,20.06,False
Orai1WT-MDSnap-Fr499,Synta-66-OPT-Singlet,unguided_006.sdf,-9.93,26.4,-1.71,False,fpocket_cleaned_p005,22.69,False,p2rank_raw_p005,19.68,False
Orai1WT-MDSnap-Fr499,Synta-66-OPT-Singlet,unguided_007.sdf,-9.97,27.27,-2.3,False,fpocket_cleaned_p005,23.43,False,p2rank_raw_p005,19.4,False
Orai1WT-MDSnap-Fr499,Synta-66-OPT-Singlet,unguided_008.sdf,-9.86,26.25,-1.49,False,fpocket_cleaned_p005,22.54,False,p2rank_raw_p005,19.82,False
Orai1WT-MDSnap-Fr499,Synta-66-OPT-Singlet,unguided_009.sdf,-9.94,27.27,-1.67,False,fpocket_cleaned_p005,23.48,False,p2rank_raw_p005,19.97,False
Orai1WT-MDSnap-Fr499,Synta-66-OPT-Singlet,unguided_010.sdf,-9.94,26.4,-1.68,False,fpocket_cleaned_p005,22.69,False,p2rank_raw_p005,19.7,False
Orai1WT-MDSnap-Fr499,Synta-66-OPT-Singlet,unguided_011.sdf,-9.9,27.47,-2.17,False,fpocket_cleaned_p005,23.6,False,p2rank_raw_p005,19.56,False
Orai1WT-MDSnap-Fr499,Synta-66-OPT-Singlet,unguided_012.sdf,-9.8,27.32,-2.13,False,fpocket_cleaned_p005,23.42,False,p2rank_raw_p005,19.53,False
Orai1WT-MDSnap-Fr499,Synta-66-OPT-Singlet,unguided_013.sdf,-9.87,26.35,-1.09,False,fpocket_cleaned_p005,22.69,False,p2rank_raw_p004,20.14,False
Orai1WT-MDSnap-Fr499,Synta-66-OPT-Singlet,unguided_014.sdf,-9.96,26.42,-1.7,False,fpocket_cleaned_p005,22.71,False,p2rank_raw_p005,19.69,False
Orai1WT-MDSnap-Fr499,Synta-66-OPT-Singlet,unguided_015.sdf,-9.89,27.34,-2.16,False,fpocket_cleaned_p005,23.47,False,p2rank_raw_p005,19.53,False
Orai1WT-MDSnap-Fr499,Synta-66-OPT-Singlet,unguided_016.sdf,-9.86,26.4,-1.32,False,fpocket_cleaned_p005,22.7,False,p2rank_raw_p005,20.02,False
Orai1WT-MDSnap-Fr499,Synta-66-OPT-Singlet,unguided_017.sdf,-10.02,27.39,-2.07,False,fpocket_cleaned_p005,23.58,False,p2rank_raw_p005,19.65,False
Orai1WT-MDSnap-Fr499,Synta-66-OPT-Singlet,unguided_018.sdf,-9.94,27.34,-1.66,False,fpocket_cleaned_p005,23.55,False,p2rank_raw_p005,20.0,False
Orai1WT-MDSnap-Fr499,Synta-66-OPT-Singlet,unguided_019.sdf,-9.94,26.4,-1.79,False,fpocket_cleaned_p005,22.67,False,p2rank_raw_p005,19.6,False
Orai1WT-MDSnap-Fr499,Synta-66-OPT-Singlet,unguided_020.sdf,-9.98,27.3,-1.78,False,fpocket_cleaned_p005,23.51,False,p2rank_raw_p005,19.88,False
Orai1WT-MDSnap-Fr499,Synta-66-OPT-Singlet,unguided_021.sdf,-9.93,26.4,-1.71,False,fpocket_cleaned_p005,22.69,False,p2rank_raw_p005,19.68,False
Orai1WT-MDSnap-Fr499,Synta-66-OPT-Singlet,unguided_022.sdf,-9.96,26.27,-1.52,False,fpocket_cleaned_p005,22.6,False,p2rank_raw_p005,19.82,False
Orai1WT-MDSnap-Fr499,Synta-66-OPT-Singlet,unguided_023.sdf,-9.91,26.31,-1.53,False,fpocket_cleaned_p005,22.61,False,p2rank_raw_p005,19.81,False
Orai1WT-MDSnap-Fr499,Synta-66-OPT-Singlet,unguided_024.sdf,-9.91,26.45,-1.59,False,fpocket_cleaned_p005,22.73,False,p2rank_raw_p005,19.8,False
Orai1WT-MDSnap-Fr499,Synta-66-OPT-Singlet,unguided_025.sdf,-9.82,26.28,-1.28,False,fpocket_cleaned_p005,22.58,False,p2rank_raw_p005,20.02,False
Orai1WT-MDSnap-Fr499,Synta-66-OPT-Singlet,unguided_026.sdf,-9.89,26.35,-1.47,False,fpocket_cleaned_p005,22.65,False,p2rank_raw_p005,19.87,False
Orai1WT-MDSnap-Fr499,Synta-66-OPT-Singlet,unguided_027.sdf,-9.87,26.31,-1.46,False,fpocket_cleaned_p005,22.61,False,p2rank_raw_p005,19.87,False
Orai1WT-MDSnap-Fr499,Synta-66-OPT-Singlet,unguided_028.sdf,-9.86,26.35,-1.3,False,fpocket_cleaned_p005,22.66,False,p2rank_raw_p005,20.03,False
Orai1WT-MDSnap-Fr499,Synta-66-OPT-Singlet,unguided_029.sdf,-9.95,27.32,-1.93,False,fpocket_cleaned_p005,23.5,False,p2rank_raw_p005,19.75,False
Orai1WT-MDSnap-Fr499,Synta-66-OPT-Singlet,unguided_030.sdf,-9.89,27.44,-1.98,False,fpocket_cleaned_p005,23.59,False,p2rank_raw_p005,19.72,False
Orai1WT-MDSnap-Fr499,Synta-66-OPT-Singlet,unguided_031.sdf,-9.9,27.23,-1.77,False,fpocket_cleaned_p005,23.42,False,p2rank_raw_p005,19.85,False
Orai1WT-MDSnap-Fr499,Synta-66-OPT-Singlet,unguided_032.sdf,-9.8,26.41,-1.1,False,fpocket_cleaned_p005,22.72,False,p2rank_raw_p004,20.21,False
Orai1WT-MDSnap-Fr499,Synta-66-OPT-Singlet,unguided_033.sdf,-9.87,27.47,-1.79,False,fpocket_cleaned_p005,23.62,False,p2rank_raw_p005,19.91,False
Orai1WT-MDSnap-Fr499,Synta-66-OPT-Singlet,unguided_034.sdf,-9.89,27.24,-1.56,False,fpocket_cleaned_p005,23.44,False,p2rank_raw_p005,20.05,False
Orai1WT-MDSnap-Fr499,Synta-66-OPT-Singlet,unguided_035.sdf,-9.96,26.31,-1.3,False,fpocket_cleaned_p005,22.66,False,p2rank_raw_p005,20.04,False
Orai1WT-MDSnap-Fr499,Synta-66-OPT-Singlet,unguided_036.sdf,-9.9,27.38,-2.06,False,fpocket_cleaned_p005,23.52,False,p2rank_raw_p005,19.63,False
Orai1WT-MDSnap-Fr499,Synta-66-OPT-Singlet,unguided_037.sdf,-9.87,27.39,-1.8,False,fpocket_cleaned_p005,23.55,False,p2rank_raw_p005,19.87,False
Orai1WT-MDSnap-Fr499,Synta-66-OPT-Singlet,unguided_038.sdf,-9.79,27.35,-1.83,False,fpocket_cleaned_p005,23.48,False,p2rank_raw_p005,19.8,False
Orai1WT-MDSnap-Fr499,Synta-66-OPT-Singlet,unguided_039.sdf,-9.79,27.33,-1.77,False,fpocket_cleaned_p005,23.46,False,p2rank_raw_p005,19.86,False
Orai1WT-MDSnap-Fr499,Synta-66-OPT-Singlet,unguided_040.sdf,-9.91,27.33,-1.81,False,fpocket_cleaned_p005,23.51,False,p2rank_raw_p005,19.85,False
Orai1WT-MDSnap-Fr499,gsk7975a-deprot-OPT,unguided_001.sdf,-10.91,24.63,-11.57,False,fpocket_cleaned_p005,22.6,False,p2rank_raw_p005,10.79,False
Orai1WT-MDSnap-Fr499,gsk7975a-deprot-OPT,unguided_002.sdf,-11.76,24.09,-13.48,False,fpocket_cleaned_p005,23.25,False,p2rank_raw_p005,9.7,False
Orai1WT-MDSnap-Fr499,gsk7975a-deprot-OPT,unguided_003.sdf,-11.59,23.95,-14.21,False,fpocket_cleaned_p003,23.25,False,p2rank_raw_p005,9.06,False
Orai1WT-MDSnap-Fr499,gsk7975a-deprot-OPT,unguided_004.sdf,-11.29,23.78,-14.31,False,fpocket_cleaned_p003,23.1,False,p2rank_raw_p005,8.73,False
Orai1WT-MDSnap-Fr499,gsk7975a-deprot-OPT,unguided_005.sdf,-11.32,23.35,-13.75,False,fpocket_cleaned_p003,22.57,False,p2rank_raw_p005,9.02,False
Orai1WT-MDSnap-Fr499,gsk7975a-deprot-OPT,unguided_006.sdf,-10.52,24.05,-11.13,False,fpocket_cleaned_p005,21.8,False,p2rank_raw_p005,10.77,False
Orai1WT-MDSnap-Fr499,gsk7975a-deprot-OPT,unguided_007.sdf,-10.58,24.05,-11.53,False,fpocket_cleaned_p005,21.95,False,p2rank_raw_p005,10.48,False
Orai1WT-MDSnap-Fr499,gsk7975a-deprot-OPT,unguided_008.sdf,-11.58,23.8,-13.83,False,fpocket_cleaned_p003,23.04,False,p2rank_raw_p005,9.26,False
Orai1WT-MDSnap-Fr499,gsk7975a-deprot-OPT,unguided_009.sdf,-11.64,23.89,-14.16,False,fpocket_cleaned_p003,23.19,False,p2rank_raw_p005,9.12,False
Orai1WT-MDSnap-Fr499,gsk7975a-deprot-OPT,unguided_010.sdf,-10.53,24.01,-11.43,False,fpocket_cleaned_p005,21.87,False,p2rank_raw_p005,10.52,False
Orai1WT-MDSnap-Fr499,gsk7975a-deprot-OPT,unguided_011.sdf,-11.09,24.65,-11.74,False,fpocket_cleaned_p005,22.75,False,p2rank_raw_p005,10.75,False
Orai1WT-MDSnap-Fr499,gsk7975a-deprot-OPT,unguided_012.sdf,-11.01,24.89,-11.03,False,fpocket_cleaned_p005,22.69,False,p2rank_raw_p005,11.35,False
Orai1WT-MDSnap-Fr499,gsk7975a-deprot-OPT,unguided_013.sdf,-11.02,24.66,-11.47,False,fpocket_cleaned_p005,22.65,False,p2rank_raw_p005,10.93,False
Orai1WT-MDSnap-Fr499,gsk7975a-deprot-OPT,unguided_014.sdf,-10.55,24.19,-11.47,False,fpocket_cleaned_p005,22.04,False,p2rank_raw_p005,10.54,False
Orai1WT-MDSnap-Fr499,gsk7975a-deprot-OPT,unguided_015.sdf,-11.05,24.31,-11.45,False,fpocket_cleaned_p005,22.36,False,p2rank_raw_p005,10.86,False
Orai1WT-MDSnap-Fr499,gsk7975a-deprot-OPT,unguided_016.sdf,-10.3,23.84,-11.17,False,fpocket_cleaned_p005,21.54,False,p2rank_raw_p005,10.57,False
Orai1WT-MDSnap-Fr499,gsk7975a-deprot-OPT,unguided_017.sdf,-11.02,24.36,-12.16,False,fpocket_cleaned_p005,22.62,False,p2rank_raw_p005,10.3,False
Orai1WT-MDSnap-Fr499,gsk7975a-deprot-OPT,unguided_018.sdf,-10.46,24.0,-11.43,False,fpocket_cleaned_p005,21.83,False,p2rank_raw_p005,10.48,False
Orai1WT-MDSnap-Fr499,gsk7975a-deprot-OPT,unguided_019.sdf,-11.6,24.79,-11.83,False,fpocket_cleaned_p005,23.14,False,p2rank_raw_p005,11.02,False
Orai1WT-MDSnap-Fr499,gsk7975a-deprot-OPT,unguided_020.sdf,-11.56,24.15,-13.68,False,fpocket_cleaned_p005,23.29,False,p2rank_raw_p005,9.46,False
Orai1WT-MDSnap-Fr499,gsk7975a-deprot-OPT,unguided_021.sdf,-10.62,24.29,-11.47,False,fpocket_cleaned_p005,22.15,False,p2rank_raw_p005,10.61,False
Orai1WT-MDSnap-Fr499,gsk7975a-deprot-OPT,unguided_022.sdf,-11.33,23.44,-13.59,False,fpocket_cleaned_p005,22.58,False,p2rank_raw_p005,9.16,False
Orai1WT-MDSnap-Fr499,gsk7975a-deprot-OPT,unguided_023.sdf,-11.17,23.08,-9.56,False,fpocket_cleaned_p005,20.86,False,p2rank_raw_p005,12.2,False
Orai1WT-MDSnap-Fr499,gsk7975a-deprot-OPT,unguided_024.sdf,-11.6,24.68,-12.0,False,fpocket_cleaned_p005,23.1,False,p2rank_raw_p005,10.85,False
Orai1WT-MDSnap-Fr499,gsk7975a-deprot-OPT,unguided_025.sdf,-11.67,24.29,-13.72,False,fpocket_cleaned_p005,23.46,False,p2rank_raw_p005,9.55,False
Orai1WT-MDSnap-Fr499,gsk7975a-deprot-OPT,unguided_026.sdf,-11.75,24.84,-11.96,False,fpocket_cleaned_p005,23.3,False,p2rank_raw_p005,11.03,False
Orai1WT-MDSnap-Fr499,gsk7975a-deprot-OPT,unguided_027.sdf,-11.02,24.21,-11.48,False,fpocket_cleaned_p005,22.28,False,p2rank_raw_p005,10.78,False
Orai1WT-MDSnap-Fr499,gsk7975a-deprot-OPT,unguided_028.sdf,-11.56,24.73,-11.94,False,fpocket_cleaned_p005,23.11,False,p2rank_raw_p005,10.89,False
Orai1WT-MDSnap-Fr499,gsk7975a-deprot-OPT,unguided_029.sdf,-11.34,23.46,-13.68,False,fpocket_cleaned_p005,22.64,False,p2rank_raw_p005,9.11,False
Orai1WT-MDSnap-Fr499,gsk7975a-deprot-OPT,unguided_030.sdf,-10.97,24.2,-11.49,False,fpocket_cleaned_p005,22.25,False,p2rank_raw_p005,10.75,False
Orai1WT-MDSnap-Fr499,gsk7975a-deprot-OPT,unguided_031.sdf,-11.69,24.82,-11.75,False,fpocket_cleaned_p005,23.18,False,p2rank_raw_p005,11.14,False
Orai1WT-MDSnap-Fr499,gsk7975a-deprot-OPT,unguided_032.sdf,-11.44,23.37,-13.57,False,fpocket_cleaned_p003,22.57,False,p2rank_raw_p005,9.23,False
Orai1WT-MDSnap-Fr499,gsk7975a-deprot-OPT,unguided_033.sdf,-10.93,24.18,-11.46,False,fpocket_cleaned_p005,22.2,False,p2rank_raw_p005,10.75,False
Orai1WT-MDSnap-Fr499,gsk7975a-deprot-OPT,unguided_034.sdf,-11.83,22.91,-10.99,False,fpocket_cleaned_p005,21.48,False,p2rank_raw_p005,11.34,False
Orai1WT-MDSnap-Fr499,gsk7975a-deprot-OPT,unguided_035.sdf,-11.19,24.69,-11.57,False,fpocket_cleaned_p005,22.78,False,p2rank_raw_p005,10.96,False
Orai1WT-MDSnap-Fr499,gsk7975a-deprot-OPT,unguided_036.sdf,-10.37,23.98,-11.02,False,fpocket_cleaned_p005,21.64,False,p2rank_raw_p005,10.78,False
Orai1WT-MDSnap-Fr499,gsk7975a-deprot-OPT,unguided_037.sdf,-11.24,23.32,-13.61,False,fpocket_cleaned_p005,22.45,False,p2rank_raw_p005,9.05,False
Orai1WT-MDSnap-Fr499,gsk7975a-deprot-OPT,unguided_038.sdf,-11.51,24.73,-11.7,False,fpocket_cleaned_p005,23.01,False,p2rank_raw_p005,11.05,False
Orai1WT-MDSnap-Fr499,gsk7975a-deprot-OPT,unguided_039.sdf,-11.33,23.24,-13.56,False,fpocket_cleaned_p005,22.42,False,p2rank_raw_p005,9.14,False
Orai1WT-MDSnap-Fr499,gsk7975a-deprot-OPT,unguided_040.sdf,-11.08,22.91,-9.58,False,fpocket_cleaned_p005,20.68,False,p2rank_raw_p005,12.12,False
Orai1WT-MDSnap-Fr499,gsk7975a-prot-OPT,unguided_001.sdf,-9.96,28.01,-5.58,False,fpocket_cleaned_p005,24.05,False,p2rank_raw_p005,16.73,False
Orai1WT-MDSnap-Fr499,gsk7975a-prot-OPT,unguided_002.sdf,-10.02,28.08,-5.56,False,fpocket_cleaned_p005,24.14,False,p2rank_raw_p005,16.79,False
Orai1WT-MDSnap-Fr499,gsk7975a-prot-OPT,unguided_003.sdf,-9.66,28.09,-5.39,False,fpocket_cleaned_p005,24.0,False,p2rank_raw_p005,16.84,False
Orai1WT-MDSnap-Fr499,gsk7975a-prot-OPT,unguided_004.sdf,-10.08,27.95,-6.28,False,fpocket_cleaned_p005,24.09,False,p2rank_raw_p005,16.14,False
Orai1WT-MDSnap-Fr499,gsk7975a-prot-OPT,unguided_005.sdf,-9.14,27.06,-5.64,False,fpocket_cleaned_p005,22.86,False,p2rank_raw_p005,16.09,False
Orai1WT-MDSnap-Fr499,gsk7975a-prot-OPT,unguided_006.sdf,-9.88,27.81,-5.27,False,fpocket_cleaned_p005,23.82,False,p2rank_raw_p005,16.89,False
Orai1WT-MDSnap-Fr499,gsk7975a-prot-OPT,unguided_007.sdf,-10.07,28.02,-5.55,False,fpocket_cleaned_p005,24.11,False,p2rank_raw_p005,16.78,False
Orai1WT-MDSnap-Fr499,gsk7975a-prot-OPT,unguided_008.sdf,-10.06,27.94,-5.53,False,fpocket_cleaned_p005,24.03,False,p2rank_raw_p005,16.77,False
Orai1WT-MDSnap-Fr499,gsk7975a-prot-OPT,unguided_009.sdf,-10.0,28.16,-5.73,False,fpocket_cleaned_p005,24.22,False,p2rank_raw_p005,16.67,False
Orai1WT-MDSnap-Fr499,gsk7975a-prot-OPT,unguided_010.sdf,-10.01,28.11,-5.76,False,fpocket_cleaned_p005,24.18,False,p2rank_raw_p005,16.63,False
Orai1WT-MDSnap-Fr499,gsk7975a-prot-OPT,unguided_011.sdf,-10.07,28.12,-5.78,False,fpocket_cleaned_p005,24.22,False,p2rank_raw_p005,16.63,False
Orai1WT-MDSnap-Fr499,gsk7975a-prot-OPT,unguided_012.sdf,-9.09,26.97,-5.2,False,fpocket_cleaned_p005,22.74,False,p2rank_raw_p005,16.44,False
Orai1WT-MDSnap-Fr499,gsk7975a-prot-OPT,unguided_013.sdf,-10.16,27.96,-5.73,False,fpocket_cleaned_p005,24.1,False,p2rank_raw_p005,16.64,False
Orai1WT-MDSnap-Fr499,gsk7975a-prot-OPT,unguided_014.sdf,-10.03,28.02,-5.97,False,fpocket_cleaned_p005,24.12,False,p2rank_raw_p005,16.42,False
Orai1WT-MDSnap-Fr499,gsk7975a-prot-OPT,unguided_015.sdf,-10.28,28.13,-6.33,False,fpocket_cleaned_p005,24.34,False,p2rank_raw_p005,16.23,False
Orai1WT-MDSnap-Fr499,gsk7975a-prot-OPT,unguided_016.sdf,-9.13,27.08,-5.29,False,fpocket_cleaned_p005,22.86,False,p2rank_raw_p005,16.41,False
Orai1WT-MDSnap-Fr499,gsk7975a-prot-OPT,unguided_017.sdf,-10.32,28.32,-5.77,False,fpocket_cleaned_p005,24.5,False,p2rank_raw_p005,16.8,False
Orai1WT-MDSnap-Fr499,gsk7975a-prot-OPT,unguided_018.sdf,-10.21,28.08,-5.65,False,fpocket_cleaned_p005,24.22,False,p2rank_raw_p005,16.77,False
Orai1WT-MDSnap-Fr499,gsk7975a-prot-OPT,unguided_019.sdf,-9.15,26.83,-4.91,False,fpocket_cleaned_p005,22.63,False,p2rank_raw_p005,16.67,False
