protein,ligand,pose_sdf,pose_centroid_x,pose_centroid_y,pose_centroid_z,in_fpocket,nearest_fpocket_id,nearest_fpocket_dist_A,in_p2rank,nearest_p2rank_id,nearest_p2rank_dist_A,in_any_pocket
Orai1WT-MDSnap-Fr300,gsk7975a-deprot-OPT,unguided_023.sdf,-11.4,26.14,-14.54,False,fpocket_cleaned_p003,24.92,False,p2rank_raw_p004,9.9,False
Orai1WT-MDSnap-Fr300,gsk7975a-deprot-OPT,unguided_024.sdf,-11.01,25.87,-13.0,False,fpocket_raw_p003,25.28,False,p2rank_raw_p004,10.41,False
Orai1WT-MDSnap-Fr300,gsk7975a-deprot-OPT,unguided_025.sdf,-10.48,24.66,-14.18,False,fpocket_cleaned_p003,23.55,False,p2rank_raw_p004,8.98,False
Orai1WT-MDSnap-Fr300,gsk7975a-deprot-OPT,unguided_026.sdf,-11.13,26.17,-12.95,False,fpocket_cleaned_p003,25.58,False,p2rank_raw_p004,10.62,False
Orai1WT-MDSnap-Fr300,gsk7975a-deprot-OPT,unguided_027.sdf,-11.07,26.05,-12.79,False,fpocket_raw_p003,25.54,False,p2rank_raw_p004,10.64,False
Orai1WT-MDSnap-Fr300,gsk7975a-deprot-OPT,unguided_028.sdf,-10.75,25.91,-12.55,False,fpocket_raw_p003,25.44,False,p2rank_raw_p004,10.53,False
Orai1WT-MDSnap-Fr300,gsk7975a-deprot-OPT,unguided_029.sdf,-11.0,25.45,-15.66,False,fpocket_cleaned_p003,23.71,False,p2rank_cleaned_p004,8.81,False
Orai1WT-MDSnap-Fr300,gsk7975a-deprot-OPT,unguided_030.sdf,-9.4,24.43,-12.6,False,fpocket_raw_p003,23.79,False,p2rank_raw_p004,9.25,False
Orai1WT-MDSnap-Fr300,gsk7975a-deprot-OPT,unguided_031.sdf,-10.79,25.77,-12.89,False,fpocket_raw_p003,25.18,False,p2rank_raw_p004,10.3,False
Orai1WT-MDSnap-Fr300,gsk7975a-deprot-OPT,unguided_032.sdf,-10.28,23.96,-15.16,False,fpocket_cleaned_p003,22.45,False,p2rank_raw_p004,8.12,False
Orai1WT-MDSnap-Fr300,gsk7975a-deprot-OPT,unguided_033.sdf,-11.28,26.06,-14.08,False,fpocket_cleaned_p003,25.02,False,p2rank_raw_p004,10.03,False
Orai1WT-MDSnap-Fr300,gsk7975a-deprot-OPT,unguided_034.sdf,-11.23,25.72,-15.47,False,fpocket_cleaned_p003,24.11,False,p2rank_raw_p004,9.18,False
Orai1WT-MDSnap-Fr300,gsk7975a-deprot-OPT,unguided_035.sdf,-11.05,25.86,-12.72,False,fpocket_raw_p003,25.43,False,p2rank_raw_p004,10.62,False
Orai1WT-MDSnap-Fr300,gsk7975a-deprot-OPT,unguided_036.sdf,-10.88,26.05,-12.24,False,fpocket_raw_p003,25.75,False,p2rank_raw_p004,10.87,False
Orai1WT-MDSnap-Fr300,gsk7975a-deprot-OPT,unguided_037.sdf,-11.55,25.89,-15.82,False,fpocket_cleaned_p003,24.23,False,p2rank_cleaned_p004,9.31,False
Orai1WT-MDSnap-Fr300,gsk7975a-deprot-OPT,unguided_038.sdf,-10.97,25.9,-12.53,False,fpocket_raw_p003,25.53,False,p2rank_raw_p004,10.7,False
Orai1WT-MDSnap-Fr300,gsk7975a-deprot-OPT,unguided_039.sdf,-11.47,25.76,-16.44,False,fpocket_cleaned_p003,23.85,False,p2rank_cleaned_p004,8.9,False
Orai1WT-MDSnap-Fr300,gsk7975a-deprot-OPT,unguided_040.sdf,-10.99,25.36,-15.01,False,fpocket_cleaned_p003,23.92,False,p2rank_raw_p004,9.09,False
Orai1WT-MDSnap-Fr300,gsk7975a-prot-OPT,unguided_001.sdf,-11.73,27.35,-10.22,False,fpocket_raw_p001,27.54,False,p2rank_raw_p004,13.24,False
Orai1WT-MDSnap-Fr300,gsk7975a-prot-OPT,unguided_002.sdf,-12.25,27.39,-11.24,False,fpocket_raw_p003,27.82,False,p2rank_raw_p004,12.9,False
Orai1WT-MDSnap-Fr300,gsk7975a-prot-OPT,unguided_003.sdf,-11.57,27.81,-9.39,False,fpocket_raw_p001,26.89,False,p2rank_raw_p004,13.91,False
Orai1WT-MDSnap-Fr300,gsk7975a-prot-OPT,unguided_004.sdf,-11.57,27.54,-9.69,False,fpocket_raw_p001,27.07,False,p2rank_raw_p004,13.6,False
Orai1WT-MDSnap-Fr300,gsk7975a-prot-OPT,unguided_005.sdf,-11.84,27.43,-10.23,False,fpocket_raw_p001,27.6,False,p2rank_raw_p004,13.33,False
Orai1WT-MDSnap-Fr300,gsk7975a-prot-OPT,unguided_006.sdf,-11.65,27.45,-9.94,False,fpocket_raw_p001,27.29,False,p2rank_raw_p004,13.43,False
Orai1WT-MDSnap-Fr300,gsk7975a-prot-OPT,unguided_007.sdf,-12.1,27.43,-10.33,False,fpocket_raw_p001,27.78,False,p2rank_raw_p004,13.42,False
Orai1WT-MDSnap-Fr300,gsk7975a-prot-OPT,unguided_008.sdf,-11.46,27.3,-10.31,False,fpocket_raw_p001,27.52,False,p2rank_raw_p004,12.99,False
Orai1WT-MDSnap-Fr300,gsk7975a-prot-OPT,unguided_009.sdf,-11.41,27.73,-9.77,False,fpocket_raw_p001,27.16,False,p2rank_raw_p004,13.51,False
Orai1WT-MDSnap-Fr300,gsk7975a-prot-OPT,unguided_010.sdf,-11.81,27.28,-10.37,False,fpocket_raw_p001,27.67,False,p2rank_raw_p004,13.17,False
Orai1WT-MDSnap-Fr300,gsk7975a-prot-OPT,unguided_011.sdf,-11.82,27.33,-10.34,False,fpocket_raw_p001,27.66,False,p2rank_raw_p004,13.21,False
Orai1WT-MDSnap-Fr300,gsk7975a-prot-OPT,unguided_012.sdf,-11.7,27.11,-9.62,False,fpocket_raw_p001,26.91,False,p2rank_raw_p004,13.58,False
Orai1WT-MDSnap-Fr300,gsk7975a-prot-OPT,unguided_013.sdf,-11.63,27.36,-9.53,False,fpocket_raw_p001,26.89,False,p2rank_raw_p004,13.69,False
Orai1WT-MDSnap-Fr300,gsk7975a-prot-OPT,unguided_014.sdf,-11.05,27.15,-10.67,False,fpocket_raw_p003,27.49,False,p2rank_raw_p004,12.44,False
Orai1WT-MDSnap-Fr300,gsk7975a-prot-OPT,unguided_015.sdf,-11.48,27.69,-10.12,False,fpocket_raw_p001,27.48,False,p2rank_raw_p004,13.29,False
Orai1WT-MDSnap-Fr300,gsk7975a-prot-OPT,unguided_016.sdf,-10.35,26.84,-10.58,False,fpocket_raw_p003,27.06,False,p2rank_raw_p004,11.99,False
Orai1WT-MDSnap-Fr300,gsk7975a-prot-OPT,unguided_017.sdf,-11.56,27.06,-10.06,False,fpocket_raw_p001,27.25,False,p2rank_raw_p004,13.15,False
Orai1WT-MDSnap-Fr300,gsk7975a-prot-OPT,unguided_018.sdf,-11.59,27.49,-9.47,False,fpocket_raw_p001,26.86,False,p2rank_raw_p004,13.75,False
Orai1WT-MDSnap-Fr300,gsk7975a-prot-OPT,unguided_019.sdf,-11.87,27.35,-10.22,False,fpocket_raw_p001,27.58,False,p2rank_raw_p004,13.33,False
Orai1WT-MDSnap-Fr300,gsk7975a-prot-OPT,unguided_020.sdf,-11.75,27.24,-10.3,False,fpocket_raw_p001,27.58,False,p2rank_raw_p004,13.16,False
Orai1WT-MDSnap-Fr300,gsk7975a-prot-OPT,unguided_021.sdf,-12.05,27.45,-11.06,False,fpocket_raw_p003,27.89,False,p2rank_raw_p004,12.91,False
Orai1WT-MDSnap-Fr300,gsk7975a-prot-OPT,unguided_022.sdf,-11.79,27.56,-9.59,False,fpocket_raw_p001,27.06,False,p2rank_raw_p004,13.8,False
Orai1WT-MDSnap-Fr300,gsk7975a-prot-OPT,unguided_023.sdf,-11.6,27.17,-9.71,False,fpocket_raw_p001,26.98,False,p2rank_raw_p004,13.47,False
Orai1WT-MDSnap-Fr300,gsk7975a-prot-OPT,unguided_024.sdf,-12.16,27.21,-11.28,False,fpocket_raw_p003,27.64,False,p2rank_raw_p004,12.75,False
Orai1WT-MDSnap-Fr300,gsk7975a-prot-OPT,unguided_025.sdf,-11.76,27.46,-10.21,False,fpocket_raw_p001,27.57,False,p2rank_raw_p004,13.31,False
Orai1WT-MDSnap-Fr300,gsk7975a-prot-OPT,unguided_026.sdf,-11.79,27.28,-9.87,False,fpocket_raw_p001,27.22,False,p2rank_raw_p004,13.51,False
Orai1WT-MDSnap-Fr300,gsk7975a-prot-OPT,unguided_027.sdf,-10.66,27.26,-10.36,False,fpocket_raw_p001,27.32,False,p2rank_raw_p004,12.48,False
Orai1WT-MDSnap-Fr300,gsk7975a-prot-OPT,unguided_028.sdf,-11.6,27.51,-9.84,False,fpocket_raw_p001,27.21,False,p2rank_raw_p004,13.49,False
Orai1WT-MDSnap-Fr300,gsk7975a-prot-OPT,unguided_029.sdf,-11.63,27.48,-10.02,False,fpocket_raw_p001,27.36,False,p2rank_raw_p004,13.38,False
Orai1WT-MDSnap-Fr300,gsk7975a-prot-OPT,unguided_030.sdf,-11.55,27.69,-10.12,False,fpocket_raw_p001,27.49,False,p2rank_raw_p004,13.33,False
Orai1WT-MDSnap-Fr300,gsk7975a-prot-OPT,unguided_031.sdf,-11.93,27.5,-10.35,False,fpocket_raw_p001,27.76,False,p2rank_raw_p004,13.33,False
Orai1WT-MDSnap-Fr300,gsk7975a-prot-OPT,unguided_032.sdf,-11.51,27.82,-9.52,False,fpocket_raw_p001,26.99,False,p2rank_raw_p004,13.79,False
Orai1WT-MDSnap-Fr300,gsk7975a-prot-OPT,unguided_033.sdf,-11.74,27.36,-9.73,False,fpocket_raw_p001,27.11,False,p2rank_raw_p004,13.61,False
Orai1WT-MDSnap-Fr300,gsk7975a-prot-OPT,unguided_034.sdf,-11.61,27.66,-10.19,False,fpocket_raw_p001,27.57,False,p2rank_raw_p004,13.3,False
Orai1WT-MDSnap-Fr300,gsk7975a-prot-OPT,unguided_035.sdf,-11.82,27.47,-10.13,False,fpocket_raw_p001,27.52,False,p2rank_raw_p004,13.4,False
Orai1WT-MDSnap-Fr300,gsk7975a-prot-OPT,unguided_036.sdf,-11.46,27.15,-10.19,False,fpocket_raw_p001,27.36,False,p2rank_raw_p004,13.03,False
Orai1WT-MDSnap-Fr300,gsk7975a-prot-OPT,unguided_037.sdf,-11.53,27.55,-9.98,False,fpocket_raw_p001,27.32,False,p2rank_raw_p004,13.37,False
Orai1WT-MDSnap-Fr300,gsk7975a-prot-OPT,unguided_038.sdf,-10.72,27.26,-9.99,False,fpocket_raw_p001,26.99,False,p2rank_raw_p004,12.79,False
Orai1WT-MDSnap-Fr300,gsk7975a-prot-OPT,unguided_039.sdf,-10.54,27.01,-10.32,False,fpocket_raw_p001,27.17,False,p2rank_raw_p004,12.35,False
Orai1WT-MDSnap-Fr300,gsk7975a-prot-OPT,unguided_040.sdf,-11.8,27.55,-10.22,False,fpocket_raw_p001,27.62,False,p2rank_raw_p004,13.36,False
Orai1WT-MDSnap-Fr300_cleaned,2abp-nh2-OPT,unguided_001.sdf,-11.05,32.29,0.61,False,fpocket_raw_p001,20.95,False,p2rank_raw_p002,24.22,False
Orai1WT-MDSnap-Fr300_cleaned,2abp-nh2-OPT,unguided_002.sdf,-9.38,30.45,0.65,False,fpocket_raw_p001,19.17,False,p2rank_raw_p002,22.58,False
Orai1WT-MDSnap-Fr300_cleaned,2abp-nh2-OPT,unguided_003.sdf,-11.52,30.78,1.36,False,fpocket_raw_p001,19.7,False,p2rank_raw_p002,23.7,False
Orai1WT-MDSnap-Fr300_cleaned,2abp-nh2-OPT,unguided_004.sdf,-9.76,30.49,-0.71,False,fpocket_raw_p001,20.32,False,p2rank_raw_p004,22.12,False
Orai1WT-MDSnap-Fr300_cleaned,2abp-nh2-OPT,unguided_005.sdf,-11.0,31.4,1.5,False,fpocket_raw_p001,19.77,False,p2rank_raw_p002,23.37,False
Orai1WT-MDSnap-Fr300_cleaned,2abp-nh2-OPT,unguided_006.sdf,-11.7,32.3,2.15,False,fpocket_raw_p001,20.24,False,p2rank_raw_p002,23.72,False
Orai1WT-MDSnap-Fr300_cleaned,2abp-nh2-OPT,unguided_007.sdf,-10.68,31.63,1.88,False,fpocket_raw_p001,19.55,False,p2rank_raw_p002,22.96,False
Orai1WT-MDSnap-Fr300_cleaned,2abp-nh2-OPT,unguided_008.sdf,-10.3,30.5,-1.4,False,fpocket_raw_p001,21.02,False,p2rank_raw_p004,21.65,False
Orai1WT-MDSnap-Fr300_cleaned,2abp-nh2-OPT,unguided_009.sdf,-9.55,31.18,0.78,False,fpocket_raw_p001,19.59,False,p2rank_raw_p002,22.78,False
Orai1WT-MDSnap-Fr300_cleaned,2abp-nh2-OPT,unguided_010.sdf,-9.94,31.67,1.15,False,fpocket_raw_p001,19.78,False,p2rank_raw_p002,22.92,False
Orai1WT-MDSnap-Fr300_cleaned,2abp-nh2-OPT,unguided_011.sdf,-9.46,32.62,2.99,False,fpocket_raw_p001,19.1,False,p2rank_raw_p002,21.67,False
Orai1WT-MDSnap-Fr300_cleaned,2abp-nh2-OPT,unguided_012.sdf,-10.74,32.36,1.13,False,fpocket_raw_p001,20.54,False,p2rank_raw_p002,23.68,False
Orai1WT-MDSnap-Fr300_cleaned,2abp-nh2-OPT,unguided_013.sdf,-9.93,29.79,-1.03,False,fpocket_raw_p001,20.22,False,p2rank_raw_p004,21.63,False
Orai1WT-MDSnap-Fr300_cleaned,2abp-nh2-OPT,unguided_014.sdf,-9.1,29.99,-1.34,False,fpocket_raw_p001,20.31,False,p2rank_raw_p004,21.22,False
Orai1WT-MDSnap-Fr300_cleaned,2abp-nh2-OPT,unguided_015.sdf,-10.87,32.91,2.19,False,fpocket_raw_p001,20.29,False,p2rank_raw_p002,23.26,False
Orai1WT-MDSnap-Fr300_cleaned,2abp-nh2-OPT,unguided_016.sdf,-10.82,30.23,-1.45,False,fpocket_raw_p001,21.1,False,p2rank_raw_p004,21.66,False
Orai1WT-MDSnap-Fr300_cleaned,2abp-nh2-OPT,unguided_017.sdf,-9.72,30.03,-1.52,False,fpocket_raw_p001,20.66,False,p2rank_raw_p004,21.23,False
Orai1WT-MDSnap-Fr300_cleaned,2abp-nh2-OPT,unguided_018.sdf,-10.27,31.68,0.97,False,fpocket_raw_p001,20.03,False,p2rank_raw_p002,23.27,False
Orai1WT-MDSnap-Fr300_cleaned,2abp-nh2-OPT,unguided_019.sdf,-10.62,31.6,1.39,False,fpocket_raw_p001,19.83,False,p2rank_raw_p002,23.22,False
Orai1WT-MDSnap-Fr300_cleaned,2abp-nh2-OPT,unguided_020.sdf,-11.2,30.99,1.49,False,fpocket_raw_p001,19.6,False,p2rank_raw_p002,23.43,False
Orai1WT-MDSnap-Fr300_cleaned,2abp-nh2-OPT,unguided_021.sdf,-10.55,31.35,1.48,False,fpocket_raw_p001,19.58,False,p2rank_raw_p002,23.05,False
Orai1WT-MDSnap-Fr300_cleaned,2abp-nh2-OPT,unguided_022.sdf,-10.13,31.26,0.93,False,fpocket_raw_p001,19.74,False,p2rank_raw_p002,23.09,False
Orai1WT-MDSnap-Fr300_cleaned,2abp-nh2-OPT,unguided_023.sdf,-9.81,29.93,0.18,False,fpocket_raw_p001,19.35,False,p2rank_raw_p004,22.74,False
Orai1WT-MDSnap-Fr300_cleaned,2abp-nh2-OPT,unguided_024.sdf,-9.53,31.73,2.42,False,fpocket_raw_p001,18.85,False,p2rank_raw_p002,21.81,False
Orai1WT-MDSnap-Fr300_cleaned,2abp-nh2-OPT,unguided_025.sdf,-10.27,31.21,0.97,False,fpocket_raw_p001,19.73,False,p2rank_raw_p002,23.15,False
Orai1WT-MDSnap-Fr300_cleaned,2abp-nh2-OPT,unguided_026.sdf,-10.91,30.26,0.49,False,fpocket_raw_p001,19.73,False,p2rank_raw_p004,23.42,False
Orai1WT-MDSnap-Fr300_cleaned,2abp-nh2-OPT,unguided_027.sdf,-10.65,33.44,3.08,False,fpocket_raw_p001,20.07,False,p2rank_raw_p002,22.75,False
Orai1WT-MDSnap-Fr300_cleaned,2abp-nh2-OPT,unguided_028.sdf,-10.96,30.88,0.31,False,fpocket_raw_p001,20.24,False,p2rank_raw_p004,23.49,False
Orai1WT-MDSnap-Fr300_cleaned,2abp-nh2-OPT,unguided_029.sdf,-10.57,31.03,0.83,False,fpocket_raw_p001,19.83,False,p2rank_raw_p002,23.42,False
Orai1WT-MDSnap-Fr300_cleaned,2abp-nh2-OPT,unguided_030.sdf,-11.12,32.38,2.48,False,fpocket_raw_p001,19.86,False,p2rank_raw_p002,23.12,False
Orai1WT-MDSnap-Fr300_cleaned,2abp-nh2-OPT,unguided_031.sdf,-10.37,30.33,0.07,False,fpocket_raw_p001,19.87,False,p2rank_raw_p004,22.92,False
Orai1WT-MDSnap-Fr300_cleaned,2abp-nh2-OPT,unguided_032.sdf,-10.67,31.65,0.77,False,fpocket_raw_p001,20.29,False,p2rank_raw_p002,23.68,False
Orai1WT-MDSnap-Fr300_cleaned,2abp-nh2-OPT,unguided_033.sdf,-10.0,30.39,0.2,False,fpocket_raw_p001,19.68,False,p2rank_raw_p004,22.97,False
Orai1WT-MDSnap-Fr300_cleaned,2abp-nh2-OPT,unguided_034.sdf,-10.88,31.91,0.87,False,fpocket_raw_p001,20.47,False,p2rank_raw_p002,23.83,False
Orai1WT-MDSnap-Fr300_cleaned,2abp-nh2-OPT,unguided_035.sdf,-9.38,30.05,0.59,False,fpocket_raw_p001,18.97,False,p2rank_raw_p002,22.54,False
Orai1WT-MDSnap-Fr300_cleaned,2abp-nh2-OPT,unguided_036.sdf,-11.03,30.03,-0.81,False,fpocket_raw_p001,20.59,False,p2rank_raw_p004,22.22,False
Orai1WT-MDSnap-Fr300_cleaned,2abp-nh2-OPT,unguided_037.sdf,-9.07,30.14,0.1,False,fpocket_raw_p001,19.29,False,p2rank_raw_p004,22.58,False
Orai1WT-MDSnap-Fr300_cleaned,2abp-nh2-OPT,unguided_038.sdf,-10.29,30.26,-1.13,False,fpocket_raw_p001,20.68,False,p2rank_raw_p004,21.81,False
Orai1WT-MDSnap-Fr300_cleaned,2abp-nh2-OPT,unguided_039.sdf,-9.55,30.53,0.33,False,fpocket_raw_p001,19.5,False,p2rank_raw_p002,22.93,False
Orai1WT-MDSnap-Fr300_cleaned,2abp-nh2-OPT,unguided_040.sdf,-10.48,32.58,1.56,False,fpocket_raw_p001,20.31,False,p2rank_raw_p002,23.28,False
Orai1WT-MDSnap-Fr300_cleaned,2abp-nh3p-OPT,unguided_001.sdf,-10.22,31.96,0.31,False,fpocket_raw_p001,20.64,False,p2rank_raw_p004,23.72,False
Orai1WT-MDSnap-Fr300_cleaned,2abp-nh3p-OPT,unguided_002.sdf,-10.3,32.74,1.79,False,fpocket_raw_p001,20.22,False,p2rank_raw_p002,23.07,False
Orai1WT-MDSnap-Fr300_cleaned,2abp-nh3p-OPT,unguided_003.sdf,-10.89,29.5,-0.95,False,fpocket_raw_p001,20.36,False,p2rank_raw_p004,21.87,False
Orai1WT-MDSnap-Fr300_cleaned,2abp-nh3p-OPT,unguided_004.sdf,-10.98,30.58,-1.17,False,fpocket_raw_p001,21.14,False,p2rank_raw_p004,22.09,False
Orai1WT-MDSnap-Fr300_cleaned,2abp-nh3p-OPT,unguided_005.sdf,-10.64,30.01,-1.81,False,fpocket_raw_p008,20.87,False,p2rank_raw_p004,21.21,False
Orai1WT-MDSnap-Fr300_cleaned,2abp-nh3p-OPT,unguided_006.sdf,-10.68,31.05,-0.5,False,fpocket_raw_p001,20.82,False,p2rank_raw_p004,22.76,False
Orai1WT-MDSnap-Fr300_cleaned,2abp-nh3p-OPT,unguided_007.sdf,-10.87,28.48,-3.4,False,fpocket_raw_p008,18.74,False,p2rank_raw_p004,19.35,False
Orai1WT-MDSnap-Fr300_cleaned,2abp-nh3p-OPT,unguided_008.sdf,-10.85,29.84,-0.95,False,fpocket_raw_p001,20.53,False,p2rank_raw_p004,21.97,False
Orai1WT-MDSnap-Fr300_cleaned,2abp-nh3p-OPT,unguided_009.sdf,-9.24,32.52,2.03,False,fpocket_raw_p001,19.55,False,p2rank_raw_p002,22.09,False
Orai1WT-MDSnap-Fr300_cleaned,2abp-nh3p-OPT,unguided_010.sdf,-10.56,30.69,0.11,False,fpocket_raw_p001,20.12,False,p2rank_raw_p004,23.13,False
Orai1WT-MDSnap-Fr300_cleaned,2abp-nh3p-OPT,unguided_011.sdf,-10.99,29.16,-2.16,False,fpocket_raw_p008,19.93,False,p2rank_raw_p004,20.71,False
Orai1WT-MDSnap-Fr300_cleaned,2abp-nh3p-OPT,unguided_012.sdf,-12.04,30.77,-0.13,False,fpocket_raw_p001,20.93,False,p2rank_raw_p004,23.4,False
Orai1WT-MDSnap-Fr300_cleaned,2abp-nh3p-OPT,unguided_013.sdf,-10.87,29.49,-3.97,False,fpocket_raw_p008,19.37,False,p2rank_raw_p004,19.2,False
Orai1WT-MDSnap-Fr300_cleaned,2abp-nh3p-OPT,unguided_014.sdf,-11.34,30.77,-2.48,False,fpocket_raw_p008,21.15,False,p2rank_raw_p004,21.14,False
Orai1WT-MDSnap-Fr300_cleaned,2abp-nh3p-OPT,unguided_015.sdf,-10.74,30.04,-2.13,False,fpocket_raw_p008,20.72,False,p2rank_raw_p004,20.96,False
Orai1WT-MDSnap-Fr300_cleaned,2abp-nh3p-OPT,unguided_016.sdf,-10.6,30.38,-1.07,False,fpocket_raw_p001,20.81,False,p2rank_raw_p004,21.99,False
Orai1WT-MDSnap-Fr300_cleaned,2abp-nh3p-OPT,unguided_017.sdf,-11.14,29.34,-3.65,False,fpocket_raw_p008,19.36,False,p2rank_raw_p004,19.51,False
Orai1WT-MDSnap-Fr300_cleaned,2abp-nh3p-OPT,unguided_018.sdf,-10.97,29.69,-2.83,False,fpocket_raw_p008,20.06,False,p2rank_raw_p004,20.29,False
Orai1WT-MDSnap-Fr300_cleaned,2abp-nh3p-OPT,unguided_019.sdf,-11.09,29.46,-2.62,False,fpocket_raw_p008,19.96,False,p2rank_raw_p004,20.44,False
Orai1WT-MDSnap-Fr300_cleaned,2abp-nh3p-OPT,unguided_020.sdf,-11.03,29.16,-1.82,False,fpocket_raw_p008,20.1,False,p2rank_raw_p004,21.02,False
Orai1WT-MDSnap-Fr300_cleaned,2abp-nh3p-OPT,unguided_021.sdf,-11.18,32.12,1.3,False,fpocket_raw_p001,20.44,False,p2rank_raw_p002,23.82,False
Orai1WT-MDSnap-Fr300_cleaned,2abp-nh3p-OPT,unguided_022.sdf,-10.66,30.66,-1.18,False,fpocket_raw_p001,21.08,False,p2rank_raw_p004,22.01,False
Orai1WT-MDSnap-Fr300_cleaned,2abp-nh3p-OPT,unguided_023.sdf,-10.43,29.91,-2.0,False,fpocket_raw_p008,20.7,False,p2rank_raw_p004,20.95,False
Orai1WT-MDSnap-Fr300_cleaned,2abp-nh3p-OPT,unguided_024.sdf,-11.02,29.93,-1.91,False,fpocket_raw_p008,20.72,False,p2rank_raw_p004,21.21,False
Orai1WT-MDSnap-Fr300_cleaned,2abp-nh3p-OPT,unguided_025.sdf,-11.44,28.9,-1.38,False,fpocket_raw_p008,20.09,False,p2rank_raw_p004,21.47,False
Orai1WT-MDSnap-Fr300_cleaned,2abp-nh3p-OPT,unguided_026.sdf,-11.44,28.94,-1.79,False,fpocket_raw_p008,19.9,False,p2rank_raw_p004,21.11,False
Orai1WT-MDSnap-Fr300_cleaned,2abp-nh3p-OPT,unguided_027.sdf,-10.87,30.25,-0.99,False,fpocket_raw_p001,20.79,False,p2rank_raw_p004,22.09,False
Orai1WT-MDSnap-Fr300_cleaned,2abp-nh3p-OPT,unguided_028.sdf,-11.38,29.42,-1.82,False,fpocket_raw_p008,20.3,False,p2rank_raw_p004,21.22,False
Orai1WT-MDSnap-Fr300_cleaned,2abp-nh3p-OPT,unguided_029.sdf,-11.47,32.0,-0.15,False,fpocket_raw_p001,21.44,False,p2rank_raw_p004,23.68,False
Orai1WT-MDSnap-Fr300_cleaned,2abp-nh3p-OPT,unguided_030.sdf,-11.11,31.71,0.46,False,fpocket_raw_p001,20.71,False,p2rank_raw_p004,23.99,False
Orai1WT-MDSnap-Fr300_cleaned,2abp-nh3p-OPT,unguided_031.sdf,-10.55,29.07,-2.69,False,fpocket_raw_p008,19.62,False,p2rank_raw_p004,20.06,False
Orai1WT-MDSnap-Fr300_cleaned,2abp-nh3p-OPT,unguided_032.sdf,-10.89,29.99,-2.42,False,fpocket_raw_p008,20.52,False,p2rank_raw_p004,20.74,False
Orai1WT-MDSnap-Fr300_cleaned,2abp-nh3p-OPT,unguided_033.sdf,-11.09,30.95,-1.54,False,fpocket_raw_p001,21.66,False,p2rank_raw_p004,21.93,False
Orai1WT-MDSnap-Fr300_cleaned,2abp-nh3p-OPT,unguided_034.sdf,-11.24,29.75,-1.34,False,fpocket_raw_p008,20.84,False,p2rank_raw_p004,21.72,False
Orai1WT-MDSnap-Fr300_cleaned,2abp-nh3p-OPT,unguided_035.sdf,-11.17,30.85,-1.33,False,fpocket_raw_p001,21.48,False,p2rank_raw_p004,22.11,False
Orai1WT-MDSnap-Fr300_cleaned,2abp-nh3p-OPT,unguided_036.sdf,-11.57,33.24,2.31,False,fpocket_raw_p001,20.74,False,p2rank_raw_p002,23.81,False
Orai1WT-MDSnap-Fr300_cleaned,2abp-nh3p-OPT,unguided_037.sdf,-11.3,28.6,-3.2,False,fpocket_raw_p008,18.91,False,p2rank_raw_p004,19.71,False
Orai1WT-MDSnap-Fr300_cleaned,2abp-nh3p-OPT,unguided_038.sdf,-11.04,29.76,-2.4,False,fpocket_raw_p008,20.33,False,p2rank_raw_p004,20.72,False
Orai1WT-MDSnap-Fr300_cleaned,2abp-nh3p-OPT,unguided_039.sdf,-11.15,33.33,3.34,False,fpocket_raw_p001,20.05,False,p2rank_raw_p002,22.93,False
Orai1WT-MDSnap-Fr300_cleaned,2abp-nh3p-OPT,unguided_040.sdf,-10.29,29.38,-2.59,False,fpocket_raw_p008,19.97,False,p2rank_raw_p004,20.19,False
Orai1WT-MDSnap-Fr300_cleaned,Synta-66-OPT-Singlet,unguided_001.sdf,-10.78,29.84,-5.16,False,fpocket_raw_p008,19.23,False,p2rank_raw_p004,18.3,False
Orai1WT-MDSnap-Fr300_cleaned,Synta-66-OPT-Singlet,unguided_002.sdf,-10.01,28.27,-5.08,False,fpocket_raw_p008,17.92,False,p2rank_raw_p004,17.51,False
Orai1WT-MDSnap-Fr300_cleaned,Synta-66-OPT-Singlet,unguided_003.sdf,-10.07,28.23,-5.52,False,fpocket_raw_p008,17.69,False,p2rank_raw_p004,17.13,False
Orai1WT-MDSnap-Fr300_cleaned,Synta-66-OPT-Singlet,unguided_004.sdf,-10.68,29.8,-5.03,False,fpocket_raw_p008,19.24,False,p2rank_raw_p004,18.35,False
Orai1WT-MDSnap-Fr300_cleaned,Synta-66-OPT-Singlet,unguided_005.sdf,-10.09,28.22,-5.41,False,fpocket_raw_p008,17.72,False,p2rank_raw_p004,17.23,False
Orai1WT-MDSnap-Fr300_cleaned,Synta-66-OPT-Singlet,unguided_006.sdf,-10.03,28.23,-5.17,False,fpocket_raw_p008,17.83,False,p2rank_raw_p004,17.42,False
Orai1WT-MDSnap-Fr300_cleaned,Synta-66-OPT-Singlet,unguided_007.sdf,-10.64,29.7,-4.93,False,fpocket_raw_p008,19.2,False,p2rank_raw_p004,18.38,False
Orai1WT-MDSnap-Fr300_cleaned,Synta-66-OPT-Singlet,unguided_008.sdf,-10.2,28.28,-5.68,False,fpocket_raw_p008,17.66,False,p2rank_raw_p004,17.05,False
Orai1WT-MDSnap-Fr300_cleaned,Synta-66-OPT-Singlet,unguided_009.sdf,-10.13,28.31,-5.41,False,fpocket_raw_p008,17.8,False,p2rank_raw_p004,17.28,False
