timestamp,combo_name,protein_name,ligand_name,status,error_reason,num_poses,elapsed_time_s,lig_molecular_weight,lig_heavy_atoms,lig_total_atoms,lig_rotatable_bonds,lig_num_rings,lig_aromatic_rings,lig_hbd,lig_hba,lig_tpsa,lig_logp,lig_formula,prot_num_residues,prot_num_atoms,prot_num_chains,search_depth,thread,num_modes,energy_range,gpu_model,best_affinity_kcal
2026-03-24T12:03:46.138726,TMA_ideal__Orai1WT-MDSnap-Fr300_cleaned,Orai1WT-MDSnap-Fr300_cleaned,TMA_ideal,failed,No output from any sub-box,0,0.1,,5,5,,,,,,,,,223,21026,1,32,8000,10,3,NVIDIA A100-SXM4-80GB,
2026-03-24T12:03:46.161751,TMM_ideal__Orai1WT-MDSnap-Fr300_cleaned,Orai1WT-MDSnap-Fr300_cleaned,TMM_ideal,failed,No output from any sub-box,0,0.1,,15,18,3.0,,,,,,,,223,21026,1,32,8000,10,3,NVIDIA A100-SXM4-80GB,
2026-03-24T12:03:46.183591,TNE_ideal__Orai1WT-MDSnap-Fr300_cleaned,Orai1WT-MDSnap-Fr300_cleaned,TNE_ideal,failed,No output from any sub-box,0,0.1,,10,10,,,,,,,,,223,21026,1,32,8000,10,3,NVIDIA A100-SXM4-80GB,
2026-03-24T12:03:46.216025,TNF_ideal__Orai1WT-MDSnap-Fr300_cleaned,Orai1WT-MDSnap-Fr300_cleaned,TNF_ideal,failed,No output from any sub-box,0,0.1,,16,17,2.0,,,,,,,,223,21026,1,32,8000,10,3,NVIDIA A100-SXM4-80GB,
2026-03-24T12:03:46.241039,TNL_ideal__Orai1WT-MDSnap-Fr300_cleaned,Orai1WT-MDSnap-Fr300_cleaned,TNL_ideal,failed,No output from any sub-box,0,0.1,,16,16,1.0,,,,,,,,223,21026,1,32,8000,10,3,NVIDIA A100-SXM4-80GB,
2026-03-24T12:03:46.279571,TP0_ideal__Orai1WT-MDSnap-Fr300_cleaned,Orai1WT-MDSnap-Fr300_cleaned,TP0_ideal,failed,No output from any sub-box,0,0.1,,23,23,3.0,,,,,,,,223,21026,1,32,8000,10,3,NVIDIA A100-SXM4-80GB,
2026-03-24T12:03:46.315846,TPA_ideal__Orai1WT-MDSnap-Fr300_cleaned,Orai1WT-MDSnap-Fr300_cleaned,TPA_ideal,failed,No output from any sub-box,0,0.1,,10,13,1.0,,,,,,,,223,21026,1,32,8000,10,3,NVIDIA A100-SXM4-80GB,
2026-03-24T12:03:46.338091,TPB_ideal__Orai1WT-MDSnap-Fr300_cleaned,Orai1WT-MDSnap-Fr300_cleaned,TPB_ideal,failed,No output from any sub-box,0,0.1,,25,27,2.0,,,,,,,,223,21026,1,32,8000,10,3,NVIDIA A100-SXM4-80GB,
2026-03-24T12:03:46.359630,TPR_ideal__Orai1WT-MDSnap-Fr300_cleaned,Orai1WT-MDSnap-Fr300_cleaned,TPR_ideal,failed,No output from any sub-box,0,0.1,,18,19,2.0,,,,,,,,223,21026,1,32,8000,10,3,NVIDIA A100-SXM4-80GB,
2026-03-24T12:03:46.380217,TQ5_ideal__Orai1WT-MDSnap-Fr300_cleaned,Orai1WT-MDSnap-Fr300_cleaned,TQ5_ideal,failed,No output from any sub-box,0,0.1,,23,27,2.0,,,,,,,,223,21026,1,32,8000,10,3,NVIDIA A100-SXM4-80GB,
2026-03-24T12:03:46.401655,TR1_ideal__Orai1WT-MDSnap-Fr300_cleaned,Orai1WT-MDSnap-Fr300_cleaned,TR1_ideal,failed,No output from any sub-box,0,0.1,,32,36,6.0,,,,,,,,223,21026,1,32,8000,10,3,NVIDIA A100-SXM4-80GB,
2026-03-24T12:03:46.436999,TRI_ideal__Orai1WT-MDSnap-Fr300_cleaned,Orai1WT-MDSnap-Fr300_cleaned,TRI_ideal,failed,No output from any sub-box,0,0.1,,5,6,,,,,,,,,223,21026,1,32,8000,10,3,NVIDIA A100-SXM4-80GB,
2026-03-24T12:03:46.459227,TRS_ideal__Orai1WT-MDSnap-Fr300_cleaned,Orai1WT-MDSnap-Fr300_cleaned,TRS_ideal,failed,No output from any sub-box,0,0.1,,8,14,3.0,,,,,,,,223,21026,1,32,8000,10,3,NVIDIA A100-SXM4-80GB,
2026-03-24T12:03:46.481851,TRU_ideal__Orai1WT-MDSnap-Fr300_cleaned,Orai1WT-MDSnap-Fr300_cleaned,TRU_ideal,failed,No output from any sub-box,0,0.1,,20,24,1.0,,,,,,,,223,21026,1,32,8000,10,3,NVIDIA A100-SXM4-80GB,
2026-03-24T12:03:46.516717,TS4_ideal__Orai1WT-MDSnap-Fr300_cleaned,Orai1WT-MDSnap-Fr300_cleaned,TS4_ideal,failed,No output from any sub-box,0,0.1,,58,76,21.0,,,,,,,,223,21026,1,32,8000,10,3,NVIDIA A100-SXM4-80GB,
