pose_file,docking_method,mol_pred_loaded,sanitization,inchi_convertible,all_atoms_connected,no_radicals,bond_lengths,bond_angles,internal_steric_clash,aromatic_ring_flatness,non-aromatic_ring_non-flatness,double_bond_flatness,internal_energy,passes_valence_checks,passes_kekulization,no_radicals_before_sanitization
/home/manndo/master_dev/diffdock_results/2abp-nh2-OPT__Orai1WT-MDSnap-Fr300/complex_0/rank6_confidence-3.23.sdf,DiffDock,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
/home/manndo/master_dev/diffdock_results/2abp-nh2-OPT__Orai1WT-MDSnap-Fr300/complex_0/rank6_confidence-3.29.sdf,DiffDock,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
/home/manndo/master_dev/diffdock_results/2abp-nh2-OPT__Orai1WT-MDSnap-Fr300/complex_0/rank6_confidence-4.13.sdf,DiffDock,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
/home/manndo/master_dev/diffdock_results/2abp-nh2-OPT__Orai1WT-MDSnap-Fr300/complex_0/rank7_confidence-1.51.sdf,DiffDock,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
/home/manndo/master_dev/diffdock_results/2abp-nh2-OPT__Orai1WT-MDSnap-Fr300/complex_0/rank7_confidence-2.38.sdf,DiffDock,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
/home/manndo/master_dev/diffdock_results/2abp-nh2-OPT__Orai1WT-MDSnap-Fr300/complex_0/rank7_confidence-4.02.sdf,DiffDock,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
/home/manndo/master_dev/diffdock_results/2abp-nh2-OPT__Orai1WT-MDSnap-Fr300/complex_0/rank7_confidence-4.76.sdf,DiffDock,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
/home/manndo/master_dev/diffdock_results/2abp-nh2-OPT__Orai1WT-MDSnap-Fr300/complex_0/rank7_confidence-5.20.sdf,DiffDock,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
/home/manndo/master_dev/diffdock_results/2abp-nh2-OPT__Orai1WT-MDSnap-Fr300/complex_0/rank8_confidence-1.86.sdf,DiffDock,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
/home/manndo/master_dev/diffdock_results/2abp-nh2-OPT__Orai1WT-MDSnap-Fr300/complex_0/rank8_confidence-2.60.sdf,DiffDock,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
/home/manndo/master_dev/diffdock_results/2abp-nh2-OPT__Orai1WT-MDSnap-Fr300/complex_0/rank8_confidence-4.08.sdf,DiffDock,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
/home/manndo/master_dev/diffdock_results/2abp-nh2-OPT__Orai1WT-MDSnap-Fr300/complex_0/rank8_confidence-5.30.sdf,DiffDock,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
/home/manndo/master_dev/diffdock_results/2abp-nh2-OPT__Orai1WT-MDSnap-Fr300/complex_0/rank8_confidence-5.32.sdf,DiffDock,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
/home/manndo/master_dev/diffdock_results/2abp-nh2-OPT__Orai1WT-MDSnap-Fr300/complex_0/rank9_confidence-2.12.sdf,DiffDock,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
/home/manndo/master_dev/diffdock_results/2abp-nh2-OPT__Orai1WT-MDSnap-Fr300/complex_0/rank9_confidence-2.94.sdf,DiffDock,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
/home/manndo/master_dev/diffdock_results/2abp-nh2-OPT__Orai1WT-MDSnap-Fr300/complex_0/rank9_confidence-4.45.sdf,DiffDock,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
/home/manndo/master_dev/diffdock_results/2abp-nh2-OPT__Orai1WT-MDSnap-Fr300/complex_0/rank9_confidence-5.40.sdf,DiffDock,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
/home/manndo/master_dev/diffdock_results/2abp-nh2-OPT__Orai1WT-MDSnap-Fr300/complex_0/rank9_confidence-5.91.sdf,DiffDock,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
/home/manndo/master_dev/diffdock_results/gsk7975a-prot-OPT__Orai1WT-MDSnap-Fr300/complex_0/rank1.sdf,DiffDock,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
/home/manndo/master_dev/diffdock_results/gsk7975a-prot-OPT__Orai1WT-MDSnap-Fr300/complex_0/rank10_confidence-2.99.sdf,DiffDock,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
/home/manndo/master_dev/diffdock_results/gsk7975a-prot-OPT__Orai1WT-MDSnap-Fr300/complex_0/rank10_confidence-4.74.sdf,DiffDock,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
/home/manndo/master_dev/diffdock_results/gsk7975a-prot-OPT__Orai1WT-MDSnap-Fr300/complex_0/rank11_confidence-2.99.sdf,DiffDock,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
/home/manndo/master_dev/diffdock_results/gsk7975a-prot-OPT__Orai1WT-MDSnap-Fr300/complex_0/rank12_confidence-3.01.sdf,DiffDock,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
/home/manndo/master_dev/diffdock_results/gsk7975a-prot-OPT__Orai1WT-MDSnap-Fr300/complex_0/rank13_confidence-3.15.sdf,DiffDock,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
/home/manndo/master_dev/diffdock_results/gsk7975a-prot-OPT__Orai1WT-MDSnap-Fr300/complex_0/rank14_confidence-3.22.sdf,DiffDock,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
/home/manndo/master_dev/diffdock_results/gsk7975a-prot-OPT__Orai1WT-MDSnap-Fr300/complex_0/rank15_confidence-3.24.sdf,DiffDock,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
/home/manndo/master_dev/diffdock_results/gsk7975a-prot-OPT__Orai1WT-MDSnap-Fr300/complex_0/rank16_confidence-3.47.sdf,DiffDock,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
/home/manndo/master_dev/diffdock_results/gsk7975a-prot-OPT__Orai1WT-MDSnap-Fr300/complex_0/rank17_confidence-3.59.sdf,DiffDock,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
/home/manndo/master_dev/diffdock_results/gsk7975a-prot-OPT__Orai1WT-MDSnap-Fr300/complex_0/rank18_confidence-3.60.sdf,DiffDock,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
/home/manndo/master_dev/diffdock_results/gsk7975a-prot-OPT__Orai1WT-MDSnap-Fr300/complex_0/rank19_confidence-3.92.sdf,DiffDock,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
/home/manndo/master_dev/diffdock_results/gsk7975a-prot-OPT__Orai1WT-MDSnap-Fr300/complex_0/rank1_confidence-0.71.sdf,DiffDock,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
/home/manndo/master_dev/diffdock_results/gsk7975a-prot-OPT__Orai1WT-MDSnap-Fr300/complex_0/rank1_confidence-1.74.sdf,DiffDock,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
/home/manndo/master_dev/diffdock_results/gsk7975a-prot-OPT__Orai1WT-MDSnap-Fr300/complex_0/rank1_confidence-2.12.sdf,DiffDock,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
/home/manndo/master_dev/diffdock_results/gsk7975a-prot-OPT__Orai1WT-MDSnap-Fr300/complex_0/rank20_confidence-4.08.sdf,DiffDock,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
/home/manndo/master_dev/diffdock_results/gsk7975a-prot-OPT__Orai1WT-MDSnap-Fr300/complex_0/rank21_confidence-4.13.sdf,DiffDock,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
/home/manndo/master_dev/diffdock_results/gsk7975a-prot-OPT__Orai1WT-MDSnap-Fr300/complex_0/rank22_confidence-4.22.sdf,DiffDock,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
/home/manndo/master_dev/diffdock_results/gsk7975a-prot-OPT__Orai1WT-MDSnap-Fr300/complex_0/rank23_confidence-4.25.sdf,DiffDock,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
/home/manndo/master_dev/diffdock_results/gsk7975a-prot-OPT__Orai1WT-MDSnap-Fr300/complex_0/rank24_confidence-4.28.sdf,DiffDock,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
/home/manndo/master_dev/diffdock_results/gsk7975a-prot-OPT__Orai1WT-MDSnap-Fr300/complex_0/rank25_confidence-4.35.sdf,DiffDock,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
/home/manndo/master_dev/diffdock_results/gsk7975a-prot-OPT__Orai1WT-MDSnap-Fr300/complex_0/rank26_confidence-4.35.sdf,DiffDock,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
/home/manndo/master_dev/diffdock_results/gsk7975a-prot-OPT__Orai1WT-MDSnap-Fr300/complex_0/rank27_confidence-4.35.sdf,DiffDock,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
/home/manndo/master_dev/diffdock_results/gsk7975a-prot-OPT__Orai1WT-MDSnap-Fr300/complex_0/rank28_confidence-4.90.sdf,DiffDock,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
/home/manndo/master_dev/diffdock_results/gsk7975a-prot-OPT__Orai1WT-MDSnap-Fr300/complex_0/rank29_confidence-5.02.sdf,DiffDock,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
/home/manndo/master_dev/diffdock_results/gsk7975a-prot-OPT__Orai1WT-MDSnap-Fr300/complex_0/rank2_confidence-1.17.sdf,DiffDock,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
/home/manndo/master_dev/diffdock_results/gsk7975a-prot-OPT__Orai1WT-MDSnap-Fr300/complex_0/rank2_confidence-2.50.sdf,DiffDock,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
/home/manndo/master_dev/diffdock_results/gsk7975a-prot-OPT__Orai1WT-MDSnap-Fr300/complex_0/rank2_confidence-2.59.sdf,DiffDock,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
/home/manndo/master_dev/diffdock_results/gsk7975a-prot-OPT__Orai1WT-MDSnap-Fr300/complex_0/rank3_confidence-1.62.sdf,DiffDock,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
/home/manndo/master_dev/diffdock_results/gsk7975a-prot-OPT__Orai1WT-MDSnap-Fr300/complex_0/rank3_confidence-2.77.sdf,DiffDock,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
/home/manndo/master_dev/diffdock_results/gsk7975a-prot-OPT__Orai1WT-MDSnap-Fr300/complex_0/rank3_confidence-3.49.sdf,DiffDock,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
/home/manndo/master_dev/diffdock_results/gsk7975a-prot-OPT__Orai1WT-MDSnap-Fr300/complex_0/rank4_confidence-1.97.sdf,DiffDock,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
/home/manndo/master_dev/diffdock_results/gsk7975a-prot-OPT__Orai1WT-MDSnap-Fr300/complex_0/rank4_confidence-3.58.sdf,DiffDock,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
/home/manndo/master_dev/diffdock_results/gsk7975a-prot-OPT__Orai1WT-MDSnap-Fr300/complex_0/rank5_confidence-2.00.sdf,DiffDock,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
/home/manndo/master_dev/diffdock_results/gsk7975a-prot-OPT__Orai1WT-MDSnap-Fr300/complex_0/rank5_confidence-3.19.sdf,DiffDock,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
/home/manndo/master_dev/diffdock_results/gsk7975a-prot-OPT__Orai1WT-MDSnap-Fr300/complex_0/rank5_confidence-3.89.sdf,DiffDock,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
/home/manndo/master_dev/diffdock_results/gsk7975a-prot-OPT__Orai1WT-MDSnap-Fr300/complex_0/rank6_confidence-2.16.sdf,DiffDock,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
/home/manndo/master_dev/diffdock_results/gsk7975a-prot-OPT__Orai1WT-MDSnap-Fr300/complex_0/rank6_confidence-4.09.sdf,DiffDock,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
/home/manndo/master_dev/diffdock_results/gsk7975a-prot-OPT__Orai1WT-MDSnap-Fr300/complex_0/rank6_confidence-4.60.sdf,DiffDock,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
/home/manndo/master_dev/diffdock_results/gsk7975a-prot-OPT__Orai1WT-MDSnap-Fr300/complex_0/rank7_confidence-2.27.sdf,DiffDock,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
/home/manndo/master_dev/diffdock_results/gsk7975a-prot-OPT__Orai1WT-MDSnap-Fr300/complex_0/rank7_confidence-4.35.sdf,DiffDock,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
/home/manndo/master_dev/diffdock_results/gsk7975a-prot-OPT__Orai1WT-MDSnap-Fr300/complex_0/rank7_confidence-4.71.sdf,DiffDock,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
/home/manndo/master_dev/diffdock_results/gsk7975a-prot-OPT__Orai1WT-MDSnap-Fr300/complex_0/rank8_confidence-2.44.sdf,DiffDock,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
/home/manndo/master_dev/diffdock_results/gsk7975a-prot-OPT__Orai1WT-MDSnap-Fr300/complex_0/rank8_confidence-4.42.sdf,DiffDock,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
/home/manndo/master_dev/diffdock_results/gsk7975a-prot-OPT__Orai1WT-MDSnap-Fr300/complex_0/rank8_confidence-4.81.sdf,DiffDock,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
/home/manndo/master_dev/diffdock_results/gsk7975a-prot-OPT__Orai1WT-MDSnap-Fr300/complex_0/rank9_confidence-2.46.sdf,DiffDock,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
/home/manndo/master_dev/diffdock_results/gsk7975a-prot-OPT__Orai1WT-MDSnap-Fr300/complex_0/rank9_confidence-4.66.sdf,DiffDock,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
/home/manndo/master_dev/diffdock_results/gsk7975a-prot-OPT__Orai1WT-MDSnap-Fr300/complex_0/rank9_confidence-5.66.sdf,DiffDock,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
/home/manndo/master_dev/diffdock_results/gsk7975a-prot-OPT__Orai1WT-START-Fr0/complex_0/rank1.sdf,DiffDock,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
/home/manndo/master_dev/diffdock_results/gsk7975a-prot-OPT__Orai1WT-START-Fr0/complex_0/rank10_confidence-2.71.sdf,DiffDock,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
/home/manndo/master_dev/diffdock_results/gsk7975a-prot-OPT__Orai1WT-START-Fr0/complex_0/rank10_confidence-4.47.sdf,DiffDock,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
/home/manndo/master_dev/diffdock_results/gsk7975a-prot-OPT__Orai1WT-START-Fr0/complex_0/rank11_confidence-2.83.sdf,DiffDock,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
/home/manndo/master_dev/diffdock_results/gsk7975a-prot-OPT__Orai1WT-START-Fr0/complex_0/rank12_confidence-2.91.sdf,DiffDock,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
/home/manndo/master_dev/diffdock_results/gsk7975a-prot-OPT__Orai1WT-START-Fr0/complex_0/rank13_confidence-3.03.sdf,DiffDock,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
/home/manndo/master_dev/diffdock_results/gsk7975a-prot-OPT__Orai1WT-START-Fr0/complex_0/rank14_confidence-3.15.sdf,DiffDock,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
/home/manndo/master_dev/diffdock_results/gsk7975a-prot-OPT__Orai1WT-START-Fr0/complex_0/rank15_confidence-3.17.sdf,DiffDock,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
/home/manndo/master_dev/diffdock_results/gsk7975a-prot-OPT__Orai1WT-START-Fr0/complex_0/rank16_confidence-3.33.sdf,DiffDock,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
/home/manndo/master_dev/diffdock_results/gsk7975a-prot-OPT__Orai1WT-START-Fr0/complex_0/rank17_confidence-3.33.sdf,DiffDock,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
/home/manndo/master_dev/diffdock_results/gsk7975a-prot-OPT__Orai1WT-START-Fr0/complex_0/rank18_confidence-3.35.sdf,DiffDock,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
/home/manndo/master_dev/diffdock_results/gsk7975a-prot-OPT__Orai1WT-START-Fr0/complex_0/rank19_confidence-3.48.sdf,DiffDock,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
/home/manndo/master_dev/diffdock_results/gsk7975a-prot-OPT__Orai1WT-START-Fr0/complex_0/rank1_confidence-1.38.sdf,DiffDock,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
/home/manndo/master_dev/diffdock_results/gsk7975a-prot-OPT__Orai1WT-START-Fr0/complex_0/rank1_confidence-1.59.sdf,DiffDock,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
/home/manndo/master_dev/diffdock_results/gsk7975a-prot-OPT__Orai1WT-START-Fr0/complex_0/rank20_confidence-3.56.sdf,DiffDock,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
/home/manndo/master_dev/diffdock_results/gsk7975a-prot-OPT__Orai1WT-START-Fr0/complex_0/rank21_confidence-3.60.sdf,DiffDock,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
/home/manndo/master_dev/diffdock_results/gsk7975a-prot-OPT__Orai1WT-START-Fr0/complex_0/rank22_confidence-3.69.sdf,DiffDock,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
/home/manndo/master_dev/diffdock_results/gsk7975a-prot-OPT__Orai1WT-START-Fr0/complex_0/rank23_confidence-4.02.sdf,DiffDock,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
/home/manndo/master_dev/diffdock_results/gsk7975a-prot-OPT__Orai1WT-START-Fr0/complex_0/rank24_confidence-4.03.sdf,DiffDock,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
/home/manndo/master_dev/diffdock_results/gsk7975a-prot-OPT__Orai1WT-START-Fr0/complex_0/rank25_confidence-4.21.sdf,DiffDock,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
/home/manndo/master_dev/diffdock_results/gsk7975a-prot-OPT__Orai1WT-START-Fr0/complex_0/rank26_confidence-4.35.sdf,DiffDock,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
/home/manndo/master_dev/diffdock_results/gsk7975a-prot-OPT__Orai1WT-START-Fr0/complex_0/rank27_confidence-4.44.sdf,DiffDock,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
/home/manndo/master_dev/diffdock_results/gsk7975a-prot-OPT__Orai1WT-START-Fr0/complex_0/rank28_confidence-4.50.sdf,DiffDock,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
/home/manndo/master_dev/diffdock_results/gsk7975a-prot-OPT__Orai1WT-START-Fr0/complex_0/rank29_confidence-4.95.sdf,DiffDock,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
/home/manndo/master_dev/diffdock_results/gsk7975a-prot-OPT__Orai1WT-START-Fr0/complex_0/rank2_confidence-1.70.sdf,DiffDock,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
/home/manndo/master_dev/diffdock_results/gsk7975a-prot-OPT__Orai1WT-START-Fr0/complex_0/rank2_confidence-1.73.sdf,DiffDock,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
/home/manndo/master_dev/diffdock_results/gsk7975a-prot-OPT__Orai1WT-START-Fr0/complex_0/rank30_confidence-5.34.sdf,DiffDock,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
/home/manndo/master_dev/diffdock_results/gsk7975a-prot-OPT__Orai1WT-START-Fr0/complex_0/rank3_confidence-1.86.sdf,DiffDock,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
/home/manndo/master_dev/diffdock_results/gsk7975a-prot-OPT__Orai1WT-START-Fr0/complex_0/rank3_confidence-2.28.sdf,DiffDock,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
/home/manndo/master_dev/diffdock_results/gsk7975a-prot-OPT__Orai1WT-START-Fr0/complex_0/rank4_confidence-2.09.sdf,DiffDock,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
/home/manndo/master_dev/diffdock_results/gsk7975a-prot-OPT__Orai1WT-START-Fr0/complex_0/rank4_confidence-2.37.sdf,DiffDock,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
/home/manndo/master_dev/diffdock_results/gsk7975a-prot-OPT__Orai1WT-START-Fr0/complex_0/rank5_confidence-2.37.sdf,DiffDock,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
/home/manndo/master_dev/diffdock_results/gsk7975a-prot-OPT__Orai1WT-START-Fr0/complex_0/rank5_confidence-2.48.sdf,DiffDock,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
/home/manndo/master_dev/diffdock_results/gsk7975a-prot-OPT__Orai1WT-START-Fr0/complex_0/rank6_confidence-2.45.sdf,DiffDock,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
/home/manndo/master_dev/diffdock_results/gsk7975a-prot-OPT__Orai1WT-START-Fr0/complex_0/rank6_confidence-2.59.sdf,DiffDock,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
/home/manndo/master_dev/diffdock_results/gsk7975a-prot-OPT__Orai1WT-START-Fr0/complex_0/rank7_confidence-2.57.sdf,DiffDock,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
/home/manndo/master_dev/diffdock_results/gsk7975a-prot-OPT__Orai1WT-START-Fr0/complex_0/rank7_confidence-2.82.sdf,DiffDock,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
/home/manndo/master_dev/diffdock_results/gsk7975a-prot-OPT__Orai1WT-START-Fr0/complex_0/rank8_confidence-2.59.sdf,DiffDock,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
/home/manndo/master_dev/diffdock_results/gsk7975a-prot-OPT__Orai1WT-START-Fr0/complex_0/rank8_confidence-3.43.sdf,DiffDock,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
/home/manndo/master_dev/diffdock_results/gsk7975a-prot-OPT__Orai1WT-START-Fr0/complex_0/rank9_confidence-2.67.sdf,DiffDock,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
/home/manndo/master_dev/diffdock_results/gsk7975a-prot-OPT__Orai1WT-START-Fr0/complex_0/rank9_confidence-4.15.sdf,DiffDock,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
/home/manndo/master_dev/diffdock_results/Synta-66-OPT-Singlet__Orai1WT-MDSnap-Fr400/complex_0/rank1.sdf,DiffDock,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
/home/manndo/master_dev/diffdock_results/Synta-66-OPT-Singlet__Orai1WT-MDSnap-Fr400/complex_0/rank10_confidence-2.36.sdf,DiffDock,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
/home/manndo/master_dev/diffdock_results/Synta-66-OPT-Singlet__Orai1WT-MDSnap-Fr400/complex_0/rank10_confidence-4.61.sdf,DiffDock,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
/home/manndo/master_dev/diffdock_results/Synta-66-OPT-Singlet__Orai1WT-MDSnap-Fr400/complex_0/rank11_confidence-2.43.sdf,DiffDock,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
/home/manndo/master_dev/diffdock_results/Synta-66-OPT-Singlet__Orai1WT-MDSnap-Fr400/complex_0/rank12_confidence-2.44.sdf,DiffDock,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
/home/manndo/master_dev/diffdock_results/Synta-66-OPT-Singlet__Orai1WT-MDSnap-Fr400/complex_0/rank13_confidence-2.47.sdf,DiffDock,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
/home/manndo/master_dev/diffdock_results/Synta-66-OPT-Singlet__Orai1WT-MDSnap-Fr400/complex_0/rank14_confidence-2.62.sdf,DiffDock,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
/home/manndo/master_dev/diffdock_results/Synta-66-OPT-Singlet__Orai1WT-MDSnap-Fr400/complex_0/rank15_confidence-2.93.sdf,DiffDock,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
/home/manndo/master_dev/diffdock_results/Synta-66-OPT-Singlet__Orai1WT-MDSnap-Fr400/complex_0/rank16_confidence-2.95.sdf,DiffDock,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
/home/manndo/master_dev/diffdock_results/Synta-66-OPT-Singlet__Orai1WT-MDSnap-Fr400/complex_0/rank17_confidence-3.01.sdf,DiffDock,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
/home/manndo/master_dev/diffdock_results/Synta-66-OPT-Singlet__Orai1WT-MDSnap-Fr400/complex_0/rank18_confidence-3.02.sdf,DiffDock,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
/home/manndo/master_dev/diffdock_results/Synta-66-OPT-Singlet__Orai1WT-MDSnap-Fr400/complex_0/rank19_confidence-3.03.sdf,DiffDock,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
/home/manndo/master_dev/diffdock_results/Synta-66-OPT-Singlet__Orai1WT-MDSnap-Fr400/complex_0/rank1_confidence-0.62.sdf,DiffDock,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
/home/manndo/master_dev/diffdock_results/Synta-66-OPT-Singlet__Orai1WT-MDSnap-Fr400/complex_0/rank1_confidence-2.34.sdf,DiffDock,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
/home/manndo/master_dev/diffdock_results/Synta-66-OPT-Singlet__Orai1WT-MDSnap-Fr400/complex_0/rank20_confidence-3.03.sdf,DiffDock,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
/home/manndo/master_dev/diffdock_results/Synta-66-OPT-Singlet__Orai1WT-MDSnap-Fr400/complex_0/rank21_confidence-3.06.sdf,DiffDock,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
/home/manndo/master_dev/diffdock_results/Synta-66-OPT-Singlet__Orai1WT-MDSnap-Fr400/complex_0/rank22_confidence-3.17.sdf,DiffDock,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
/home/manndo/master_dev/diffdock_results/Synta-66-OPT-Singlet__Orai1WT-MDSnap-Fr400/complex_0/rank23_confidence-3.39.sdf,DiffDock,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
/home/manndo/master_dev/diffdock_results/Synta-66-OPT-Singlet__Orai1WT-MDSnap-Fr400/complex_0/rank24_confidence-3.53.sdf,DiffDock,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
/home/manndo/master_dev/diffdock_results/Synta-66-OPT-Singlet__Orai1WT-MDSnap-Fr400/complex_0/rank25_confidence-3.60.sdf,DiffDock,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
/home/manndo/master_dev/diffdock_results/Synta-66-OPT-Singlet__Orai1WT-MDSnap-Fr400/complex_0/rank26_confidence-3.94.sdf,DiffDock,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
/home/manndo/master_dev/diffdock_results/Synta-66-OPT-Singlet__Orai1WT-MDSnap-Fr400/complex_0/rank27_confidence-4.44.sdf,DiffDock,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
/home/manndo/master_dev/diffdock_results/Synta-66-OPT-Singlet__Orai1WT-MDSnap-Fr400/complex_0/rank28_confidence-4.66.sdf,DiffDock,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
